Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
60,35,65,39536,6,4,3,3.8,15.7,102,101,101,Primary
85,38.8,61.2,38319,5,5,2,4.1,20.8,108,104,105,Primary
63,44.4,55.6,39004,7,1,5,4.3,14.8,107,106,105,Primary
169,47.9,52.1,38639,8,6,4,7.4,22.8,106,107,108,Primary
198,52.5,47.5,39634,9,8,6,8.9,22.3,103,105,103,Primary
210,49,51,35239,16,5,6,9.6,21.8,109,107,105,Primary
127,39.4,60.6,34567,12,9,8,6.5,19.6,100,102,100,Primary
150,42.7,57.3,37843,10,6,6,7.9,19,103,102,104,Primary
105,43.8,56.2,38902,10,5,2,6,17.4,100,99,100,Primary
89,56.2,43.8,39235,7,1,8,4.9,18.3,100,102,100,Primary
221,51.1,48.9,39379,11,18,8,9.5,23.2,98,98,98,Primary
117,46.2,53.8,39331,11,8,5,8,14.6,108,108,109,Primary
200,43.5,56.5,36977,12,12,6,10.2,19.5,107,107,105,Primary
63,46,54,36706,5,2,2,4.1,15.4,102,101,102,Primary
67,52.2,47.8,37646,7,4,3,4.8,13.9,98,99,98,Primary
67,61.2,38.8,37195,6,4,2,5.5,12.1,105,103,102,Primary
68,44.1,55.9,38281,5,4,3,4.3,15.7,104,105,101,Primary
140,42.9,57.1,39992,9,12,8,7.7,18.3,104,104,103,Primary
396,49.2,50.8,37293,29,22,12,22.7,17.4,103,104,105,Primary
200,52,48,37678,12,7,3,9.4,21.3,98,100,100,Primary
193,46.6,53.4,35081,18,16,3,10.1,19.1,108,107,111,Primary
99,50.5,49.5,37078,10,10,2,6.8,14.6,100,98,99,Primary
104,45.2,54.8,38710,8,4,4,5.8,17.9,107,105,104,Primary
277,50.9,49.1,36693,13,16,4,10.9,25.4,104,104,104,Primary
82,53.7,46.3,39322,6,6,4,5.2,15.8,103,99,99,Primary
224,47.3,52.7,36177,12,16,9,10.2,22.1,103,104,102,Primary
95,45.3,54.7,38172,6,6,2,4.9,19.2,107,107,105,Primary
91,52.7,47.3,38710,6,5,2,5.6,16.4,108,108,105,Primary
131,42.7,57.3,42010,10,8,4,5.3,24.8,100,100,101,Primary
100,44,56,38313,7,10,2,5.6,17.9,111,110,108,Primary
101,54.5,45.5,37849,7,5,3,5.4,18.8,109,107,106,Primary
145,51,49,37554,10,14,13,6.7,21.5,111,111,109,Primary
94,38.3,61.7,37372,12,8,4,7.3,13,101,101,99,Primary
121,47.1,52.9,36005,7,9,4,6.3,19.1,101,102,99,Primary
231,53.2,46.8,39294,11,11,7,9.8,23.6,,,,Primary
185,50.3,49.7,36480,12,13,5,10,18.5,106,106,105,Primary
93,45.2,54.8,38634,8,8,4,5.4,17.2,,,,Primary
745,47.1,52.9,38924,42,34,9,32.6,22.8,106,107,109,Primary
112,47.3,52.7,37982,9,5,3,6.9,16.2,106,106,106,Primary
444,46.6,53.4,40229,21,19,14,17.7,25.2,107,107,108,Primary
214,43,57,37434,10,7,3,8.4,25.5,108,103,106,Primary
59,57.6,42.4,37725,7,1,2,5.2,11.5,103,102,100,Primary
342,45,55,37416,18,15,4,16,21.4,106,105,104,Primary
51,37.3,62.7,37301,4,2,1,3.8,13.4,104,103,101,Primary
102,52,48,40283,8,5,2,5.3,19.3,104,104,103,Primary
118,50.8,49.2,37960,8,7,9,6.8,17.4,112,108,108,Primary
138,49.3,50.7,41572,7,9,3,6.6,20.9,103,101,103,Primary
372,44.4,55.6,37126,19,21,4,16.2,23,,,,Primary
208,51.9,48.1,36799,14,18,5,11.4,18.2,,,,Primary
123,57.7,42.3,37502,9,4,2,6.5,18.8,105,108,107,Primary
431,50.3,49.7,38121,22,18,7,17.2,25.1,102,102,100,Primary
404,51,49,37410,20,24,8,17.2,23.5,109,106,106,Primary
177,52,48,38360,9,3,9,7.6,23.3,110,108,107,Primary
193,44,56,38857,12,12,11,10.4,18.5,105,105,103,Primary
299,52.8,47.2,39742,15,27,5,13.8,21.7,,,,Primary
315,47,53,38112,19,20,4,14.3,22.1,97,97,96,Primary
185,51.9,48.1,37214,10,14,6,8.3,22.2,,,,Primary
243,49.4,50.6,37376,12,13,5,11.1,21.8,109,107,106,Primary
204,46.6,53.4,38510,13,18,2,11.1,18.4,102,102,103,Primary
409,44.3,55.7,38897,22,25,7,17.9,22.8,108,106,106,Primary
360,50,50,38475,21,19,3,16.9,21.3,105,103,102,Primary
428,48.1,51.9,39255,17,19,8,16,26.8,100,102,99,Primary
412,48.1,51.9,36812,29,16,12,23.1,17.8,113,110,110,Primary
208,54.3,45.7,37757,13,10,5,9.8,21.2,,,,Primary
332,47.3,52.7,34596,18,20,11,15.9,20.9,100,101,101,Primary
412,52.7,47.3,36410,21,21,10,18.2,22.6,107,104,104,Primary
572,50.3,49.7,37136,34,26,9,25.3,22.6,108,106,105,Primary
185,48.1,51.9,34806,14,14,6,10.4,17.9,97,97,97,Primary
242,45.9,54.1,35045,16,13,3,12.6,19.2,104,104,102,Primary
196,46.9,53.1,38438,15,15,6,9.6,20.4,,,,Primary
379,49.1,50.9,37546,24,15,9,16.2,23.5,111,107,108,Primary
203,57.6,42.4,38927,12,13,5,10.2,20,111,108,106,Primary
380,50,50,37794,20,21,5,16.9,22.5,105,106,104,Primary
98,52,48,38319,9,4,10,5.8,17,100,100,99,Primary
415,51.6,48.4,37786,22,27,12,18.7,22.3,103,100,102,Primary
202,40.1,59.9,37196,11,15,3,9.5,21.3,111,108,106,Primary
418,48.6,51.4,37335,26,29,11,19.9,21.1,107,105,105,Primary
1546,42.4,57.6,39270,109,12,46,98.6,15.7,107,105,105,Secondary
1112,0,100,38119,66,25,28,63.2,17.6,100,104,103,Secondary
1540,100,0,39678,98,25,40,90.3,17,,,,Secondary
1713,46.8,53.2,38999,109,21,42,98.7,17.4,,,,Secondary
724,48.8,51.2,41138,45,7,46,42.5,17,104,103,102,Secondary
1003,47.7,52.3,41709,73,45,46,65.2,15.4,106,106,106,Secondary
1319,48.7,51.3,42276,80,9,39,72,18.3,107,106,106,Middle deemed secondary
1371,48.3,51.7,40353,97,42,51,83.4,16.4,107,105,107,Secondary
1014,50.7,49.3,41189,65,25,34,58.3,17.4,104,103,105,Secondary
1134,49.1,50.9,41837,75,22,33,66.9,16.9,105,102,105,Secondary
1575,48.8,51.2,41987,110,32,48,95.7,16.5,106,105,106,Secondary
1617,49.4,50.6,41501,103,32,41,90.4,17.9,107,106,106,Secondary
2228,48.9,51.1,40370,146,42,58,133.1,16.7,104,105,105,Secondary
1237,100,0,40465,81,21,41,69.8,17.7,110,109,108,Secondary
654,0,100,41503,44,18,17,40.4,16.2,107,107,107,Secondary
959,52.6,47.4,40965,64,16,27,58.5,16.4,107,105,108,Secondary
677,46.4,53.6,40362,41,11,17,37,18.3,109,110,109,Secondary
1235,48.5,51.5,39269,76,9,43,68.4,18.1,105,105,108,Secondary
1115,50.3,49.7,39628,78,15,21,70.2,15.9,110,107,109,Secondary
374,52.9,47.1,36685,19,19,3,16.5,22.6,104,104,107,Primary
193,47.7,52.3,37534,10,11,4,8.8,21.9,105,106,106,Primary
481,49.7,50.3,37086,22,41,6,17.2,27.9,109,108,107,Primary
181,45.3,54.7,40470,12,11,16,8.3,21.8,102,103,103,Primary
597,50.4,49.6,35747,32,30,9,27.2,21.9,102,102,100,Primary
207,46.4,53.6,36331,14,13,4,10.3,20.2,106,105,102,Primary
471,47.1,52.9,37380,23,21,7,21.2,21.2,104,102,101,Primary
575,47.7,52.3,39147,29,29,10,24.5,23,101,102,102,Primary
1383,48.2,51.8,39191,89,25,37,79.3,17.4,107,106,105,Secondary
430,47.9,52.1,39529,21,22,14,17.8,24.2,103,103,102,Primary
555,46.3,53.7,38636,26,24,6,22.8,24.3,103,103,105,Primary
514,50.6,49.4,38018,29,26,4,25,20.6,105,104,103,Primary
398,43.2,56.8,35961,21,26,6,18.7,21.3,108,107,105,Primary
974,43.3,56.7,39812,62,13,27,57.6,16.9,104,104,104,Secondary
1366,51,49,40653,78,18,35,71.9,19,110,109,112,Secondary
1056,48.6,51.4,42693,63,12,31,58.8,18,101,100,100,Secondary
613,47.6,52.4,36075,37,20,8,28.9,21.2,105,102,104,Primary
1688,47.4,52.6,43218,103,36,41,92.5,18.2,109,108,108,Secondary
465,46,54,36773,24,40,6,20.9,22.2,105,103,105,Primary
285,53,47,36004,13,20,7,12,23.8,103,102,103,Primary
365,49.6,50.4,37664,26,4,12,25.8,14.1,103,102,105,Secondary
435,45.3,54.7,33543,21,24,5,20.2,20.3,102,102,103,Primary
1808,47.7,52.3,41684,128,29,45,112.7,16,110,111,109,Secondary
206,49,51,37588,10,16,4,9.6,21.5,107,106,107,Primary
1490,46,54,39840,98,42,46,85.4,17.4,105,103,103,Secondary
1516,47.2,52.8,38526,93,25,45,86,17.6,107,107,105,Secondary
628,50.3,49.7,36786,32,25,7,28.6,21.9,107,107,105,Primary
215,51.6,48.4,38136,10,8,23,9.6,21.2,103,102,100,Primary
580,46.7,53.3,38547,33,33,11,27.6,21,103,102,103,Primary
404,49,51,33469,20,15,14,16.4,24.6,108,107,108,Primary
201,48.8,51.2,32992,17,17,7,13.5,14.9,105,106,107,Primary
614,48.7,51.3,37743,30,31,9,27.2,22.3,104,103,105,Primary
602,50,50,35506,28,31,8,25.1,23.4,107,105,105,Primary
397,45.8,54.2,36319,26,7,8,23,17.2,110,105,106,Primary
444,50.9,49.1,36047,22,21,7,19.2,22.4,104,105,103,Primary
983,46.4,53.6,39094,63,22,18,58.9,16.7,110,108,107,Secondary
543,49,51,35021,29,25,6,26.8,19.6,106,105,104,Primary
615,49.6,50.4,,,,,,,104,104,104,Primary
1043,41.3,58.7,40933,61,17,47,54.2,19.2,105,104,104,Secondary
536,47.2,52.8,33848,23,21,5,21.6,24.8,101,101,102,Primary
995,48.6,51.4,36312,62,33,21,54.1,18.4,104,102,101,All through
420,46.9,53.1,34421,26,32,15,22.1,19,105,104,105,Primary
630,50.2,49.8,35544,37,31,10,28.6,22,105,102,103,Primary
460,48,52,36617,26,22,3,23.8,19.3,104,100,102,Primary
539,48.8,51.2,37513,29,29,6,23.6,22.8,102,101,101,Primary
673,45.6,54.4,37111,34,37,14,29.2,22.5,107,105,106,Primary
1373,51.8,48.2,41126,81,12,35,71.3,19.2,104,105,105,Secondary
479,49.9,50.1,39575,25,6,20,25,19.2,105,105,105,Secondary
743,37.8,62.2,37652,46,7,14,43,17.3,108,108,107,Secondary
1469,52.1,47.9,40382,93,17,37,80.7,18.2,105,103,104,Secondary
90,43.3,56.7,43790,7,6,1,6.1,14.8,100,100,103,Primary
1634,46.3,53.7,38994,99,22,49,94.8,17.2,110,111,109,Secondary
420,47.9,52.1,37008,24,28,6,16.6,25.3,105,104,105,Primary
657,48.4,51.6,36296,40,38,18,36.1,17.6,104,107,108,Primary
263,43,57,37197,15,21,5,13.4,19.6,100,101,99,Primary
416,47.6,52.4,37368,20,21,6,16.8,24.7,104,104,105,Primary
177,50.8,49.2,35000,12,15,4,9.5,18.7,104,104,104,Primary
186,46.8,53.2,37853,18,14,3,9.1,20.4,102,101,101,Primary
520,49.4,50.6,34984,29,31,12,26.2,19.8,103,105,104,Primary
378,50.5,49.5,34713,23,15,5,18.2,20.8,106,105,105,Primary
238,48.3,51.7,36523,16,15,6,11.4,21,108,107,107,Primary
214,50.9,49.1,34328,11,9,7,10.4,19.7,104,103,103,Primary
800,47.6,52.4,42057,52,14,25,45.2,17.7,107,112,108,Secondary
292,44.2,55.8,38372,17,5,16,14.2,20.6,108,106,110,Primary
269,42,58,37026,14,16,7,11.6,23.3,108,104,105,Primary
596,46.5,53.5,37960,24,18,12,20.1,29.7,109,110,110,Primary
573,49,51,41397,34,12,24,28,20.5,104,104,103,Primary
179,45.8,54.2,33653,13,13,2,11.2,16,104,102,105,Primary
590,50.5,49.5,33909,32,25,11,29.6,19.9,109,108,109,Primary
155,42.6,57.4,37442,10,7,2,9.4,16.5,105,106,105,Primary
567,48.1,51.9,35948,31,32,6,27.4,20.7,104,104,103,Primary
402,49.5,50.5,35786,21,28,15,19.3,20.8,108,106,105,Primary
1033,49.3,50.7,38209,67,24,31,58,17.8,106,104,105,Secondary
268,47.4,52.6,37861,15,9,3,12.2,21.9,106,106,107,Primary
251,50.2,49.8,33784,19,17,4,14.3,17.6,107,106,105,Primary
374,50.3,49.7,32673,24,23,7,19.7,19,103,102,108,Primary
374,44.1,55.9,36285,21,16,5,18.3,20.4,109,108,106,Primary
360,45.3,54.7,37339,15,21,16,14,24.4,108,106,105,Primary
297,47.1,52.9,37073,20,17,3,16.2,18.3,105,105,105,Primary
205,53.7,46.3,39608,12,4,6,9.3,22.1,104,104,104,Primary
354,48.6,51.4,36952,18,28,3,15.9,22.2,116,113,116,Primary
304,51.3,48.7,37299,14,21,4,13,21.7,104,103,102,Primary
421,47.5,52.5,40045,23,28,4,16.8,25.1,101,100,98,Primary
230,54.3,45.7,37457,16,21,4,14.1,15.7,107,104,106,Primary
315,46,54,38057,17,15,3,13.9,22.7,105,103,103,Primary
449,48.1,51.9,40222,25,30,9,18.2,23.8,109,107,108,Primary
209,57.9,42.1,41149,11,13,4,9.2,22.6,104,100,101,Primary
570,49.3,50.7,36800,24,34,6,24,23.8,104,103,105,Primary
209,49.8,50.2,38878,12,12,11,10.6,16.7,104,105,101,Primary
406,49.3,50.7,36101,18,23,10,15.4,24.6,105,105,106,Primary
214,53.3,46.7,37738,10,13,3,9,23.8,104,106,105,Primary
161,46.6,53.4,37095,11,14,2,8.7,18.5,102,103,103,Primary
170,51.2,48.8,34207,12,14,5,9.1,18.4,107,107,107,Primary
100,49,51,40600,6,10,2,5,20,109,107,108,Primary
343,46.6,53.4,38754,15,21,4,13.6,25.2,106,105,106,Primary
177,55.4,44.6,35218,8,10,3,8,22.1,106,108,107,Primary
162,45.1,54.9,39039,11,7,3,8,20.3,107,106,107,Primary
103,54.4,45.6,37881,7,9,2,5.2,19.8,106,105,105,Primary
211,48.3,51.7,35893,12,8,10,11,19.2,103,101,102,Primary
147,50.3,49.7,37032,10,13,6,7.7,19,104,103,102,Primary
118,45.8,54.2,36343,8,8,2,6.6,17.9,103,102,106,Primary
304,50.7,49.3,38103,16,27,5,13.6,22.4,110,105,107,Primary
254,53.1,46.9,38334,17,18,3,10.5,24.2,108,105,108,Primary
180,52.2,47.8,39759,12,10,4,7.4,24.3,107,109,107,Primary
209,52.2,47.8,36650,13,11,3,11.4,18.3,102,104,102,Primary
218,49.1,50.9,39334,14,11,10,10.2,20.3,106,106,107,Primary
332,49.4,50.6,36266,20,35,4,18.2,18.2,100,102,102,Primary
326,42.3,57.7,37784,15,19,4,13.4,24.3,107,107,108,Primary
315,52.7,47.3,38120,14,29,7,13.1,22.4,106,108,106,Primary
282,53.2,46.8,40973,16,15,7,12.4,22.8,108,107,107,Primary
741,50.3,49.7,36279,35,50,13,28.8,24.8,108,105,106,Primary
171,48,52,35059,9,10,12,7.7,22.2,103,101,102,Primary
222,47.7,52.3,36619,14,14,4,10.7,20.8,107,108,106,Primary
180,46.1,53.9,43509,9,10,4,8.8,20.5,106,105,106,Primary
419,42.2,57.8,38277,24,18,9,19.6,21.4,104,105,104,Primary
425,48.9,51.1,36961,22,31,6,18.4,23.1,105,102,103,Primary
94,56.4,43.6,41621,6,9,2,4.7,20.1,104,104,106,Primary
328,53.7,46.3,38892,17,24,25,13.2,24.8,105,105,102,Primary
332,43.7,56.3,36630,17,31,4,14.7,22.6,109,107,107,Primary
261,48.3,51.7,42364,14,17,4,11.5,22.7,98,99,101,Primary
311,45,55,37181,18,18,7,16.4,19,,,,Primary
213,48.8,51.2,37086,14,9,9,10.6,20.1,,,,Primary
113,48.7,51.3,36122,8,12,2,6.9,15.7,,,,Primary
552,49.1,50.9,38604,33,31,12,26.3,21,106,103,104,Primary
257,48.2,51.8,35947,12,18,6,11.7,21.2,98,99,99,Primary
595,48.4,51.6,36645,38,36,9,31.1,18.8,102,102,104,Primary
416,49,51,36722,24,15,6,20.4,20.4,108,106,108,Primary
239,55.6,44.4,39016,11,21,4,10.6,22.5,109,107,108,Primary
200,49.5,50.5,40029,14,10,14,10.4,19.2,100,102,100,Primary
326,50.3,49.7,38100,18,23,10,14.8,22,104,104,104,Primary
187,49.7,50.3,36744,11,14,2,7.6,24.7,107,107,107,Primary
389,48.6,51.4,33670,19,31,14,18.4,21.1,108,107,108,Primary
139,51.1,48.9,37940,9,7,2,6.3,21.9,107,108,108,Primary
235,52.8,47.2,39000,13,37,5,11.5,19,106,106,106,Primary
227,49.3,50.7,36907,14,18,11,10.8,21,106,105,106,Primary
139,46,54,36597,7,9,6,5.8,24.2,107,107,107,Primary
41,36.6,63.4,37095,4,2,2,3.1,13.4,101,101,102,Primary
272,48.9,51.1,39494,14,17,6,12.6,21.7,104,102,105,Primary
213,52.6,47.4,40479,13,15,2,9.1,23.4,105,102,105,Primary
179,44.1,55.9,39400,9,17,6,6.6,27,106,105,104,Primary
173,52.6,47.4,38589,10,20,4,7.6,22.8,108,106,107,Primary
140,60,40,34384,9,19,4,7.6,18.5,104,102,105,Primary
308,48.1,51.9,35858,18,44,10,16.1,18.4,107,106,106,Primary
177,47.5,52.5,38729,9,18,4,8.3,21.2,102,102,102,Primary
419,54.4,45.6,37618,22,21,8,19.7,21.3,109,104,105,Primary
411,51.3,48.7,37608,23,6,11,18.3,22.5,104,103,102,Primary
150,46.7,53.3,38396,10,2,8,7.6,19.7,108,107,108,Primary
130,47.7,52.3,40299,8,8,5,7.4,17.6,108,106,107,Primary
264,52.3,47.7,36344,17,11,3,12.7,20.9,103,101,103,Primary
652,52.1,47.9,37413,38,30,6,33,19.2,102,101,103,Primary
261,47.1,52.9,36104,17,6,3,12.7,20.6,109,106,108,Primary
495,48.9,51.1,39045,24,45,14,21.4,23.1,102,104,103,Primary
181,48.1,51.9,38431,12,15,7,8.9,20.3,106,109,108,Primary
130,40.8,59.2,37570,10,8,2,8.3,15.6,107,105,105,Primary
212,45.8,54.2,37205,12,15,6,10.2,20.7,105,103,103,Primary
170,50,50,37654,9,8,2,8.2,20.7,107,104,107,Primary
173,49.1,50.9,35987,13,4,4,12,14.4,102,104,103,Primary
412,48.3,51.7,37119,27,43,7,21.4,19.2,100,103,103,Primary
288,49,51,35100,17,8,4,13.8,20.9,109,105,105,Primary
222,46.4,53.6,37008,15,18,5,11.8,18.8,103,105,102,Primary
310,46.1,53.9,38631,17,22,12,13.4,23.1,109,106,106,Primary
171,49.1,50.9,39567,10,11,3,7.8,21.9,104,103,107,Primary
270,45.6,54.4,39945,14,24,3,12.8,21.1,109,105,105,Primary
192,52.1,47.9,36737,12,23,3,9,21.3,102,102,99,Primary
236,47.9,52.1,36473,13,10,8,11.4,20.7,108,108,109,Primary
257,48.6,51.4,40357,14,15,6,11.6,22.2,106,105,106,Primary
83,45.8,54.2,36265,7,4,3,6.1,13.7,109,106,106,Primary
198,44.4,55.6,39619,9,19,4,8,24.8,107,109,106,Primary
163,47.2,52.8,38585,11,10,2,8.5,19.2,108,107,108,Primary
89,52.8,47.2,34877,7,5,2,5.6,15.9,106,104,102,Primary
258,51.9,48.1,39864,11,17,5,10.4,24.8,101,104,104,Primary
138,44.2,55.8,35955,12,5,5,8.6,16,104,104,103,Primary
203,47.3,52.7,36522,12,13,2,10,19.6,103,103,102,Primary
257,46.7,53.3,40338,11,5,41,10.4,23.8,107,104,104,Primary
102,44.1,55.9,35066,9,9,2,6.2,16.5,108,106,106,Primary
180,56.1,43.9,38807,10,11,2,7.6,23.7,107,105,104,Primary
352,48,52,39595,16,30,6,15.1,23.3,108,107,107,Primary
153,51.6,48.4,35453,10,10,3,9.4,16.3,110,106,105,Primary
604,47.2,52.8,38376,33,52,5,28.5,21.2,105,104,101,Primary
306,50.3,49.7,36299,15,21,14,13.8,22.1,109,109,105,Primary
100,50,50,35744,5,5,1,4.1,24.6,106,104,107,Primary
254,47.2,52.8,38682,14,21,4,11,23.1,109,108,107,Primary
212,51.9,48.1,40000,17,15,2,9.9,21.5,106,102,105,Primary
417,44.8,55.2,38726,21,27,4,18.6,22.4,104,106,105,Primary
188,45.7,54.3,37671,11,11,3,8.8,21.3,102,103,102,Primary
424,49.8,50.2,38830,22,15,11,16.1,26.3,107,104,105,Primary
269,43.1,56.9,35280,16,24,3,14.9,18.1,106,105,108,Primary
599,52.1,47.9,37312,33,44,5,30.2,19.9,101,100,95,Primary
234,50.4,49.6,39314,12,25,3,8.8,23.6,106,106,107,Primary
210,51,49,38189,13,17,7,9.8,21.5,106,107,107,Primary
217,47,53,41668,12,21,9,10,21.7,105,101,102,Primary
238,49.2,50.8,37900,13,17,3,11.6,20.5,102,103,103,Primary
399,47.4,52.6,36716,18,18,6,16.1,24.8,103,102,106,Primary
414,51.2,48.8,36695,21,36,24,16.6,25,105,106,105,Primary
210,48.6,51.4,35636,18,16,2,12.6,16.7,108,105,106,Primary
243,49.8,50.2,40539,12,17,9,9.6,25.3,104,106,104,Primary
231,47.6,52.4,34983,13,8,4,9.3,24.8,107,107,106,Primary
47,53.2,46.8,36099,3,6,1,3,15.7,104,102,106,Primary
98,43.9,56.1,41241,6,9,2,5.9,16.7,106,105,104,Primary
135,51.9,48.1,33580,10,9,2,7.3,18.5,101,100,97,Primary
217,52.1,47.9,40015,12,17,8,9.3,23.3,,,,Primary
77,49.4,50.6,39339,6,6,1,5.2,14.8,105,104,104,Primary
205,43.4,56.6,36860,11,12,3,9.6,21.4,105,104,107,Primary
105,49.5,50.5,41587,7,12,2,4.2,25,106,107,107,Primary
214,46.7,53.3,40774,12,12,4,9.8,21.8,106,108,108,Primary
132,50,50,38776,7,9,4,6,22,99,100,98,Primary
204,48.5,51.5,38111,10,13,6,9.3,22,,,,Primary
201,44.8,55.2,38389,11,22,4,10.2,19.7,106,105,103,Primary
134,51.5,48.5,38775,9,15,2,6.7,20,,,,Primary
60,55,45,51684,6,8,4,3.4,17.8,,,,Primary
207,53.6,46.4,43766,13,12,2,8.9,23.3,107,108,109,Primary
169,46.7,53.3,36626,8,10,3,8,21.1,106,105,103,Primary
269,51.3,48.7,36487,18,22,10,13,20.7,103,102,103,Primary
418,48.1,51.9,39008,17,21,4,15.2,27.5,107,106,104,Primary
107,51.4,48.6,36152,8,9,2,6.7,16,105,102,104,Primary
119,47.1,52.9,38131,9,7,2,6.2,19.2,101,101,103,Primary
209,45.5,54.5,40336,11,13,3,8.6,24,106,108,108,Primary
146,47.9,52.1,38586,7,12,0,7,20.9,108,107,107,Primary
121,47.1,52.9,36994,7,12,5,7,17.3,105,105,105,Primary
189,58.7,41.3,36782,11,3,2,10.4,18.2,106,104,107,Primary
103,62.1,37.9,37525,8,10,4,6,17.2,101,100,99,Primary
220,48.2,51.8,37753,14,21,3,10.5,20.9,106,107,106,Primary
321,52.3,47.7,37233,21,26,4,16.3,19.7,107,105,106,Primary
42,57.1,42.9,40654,4,3,3,3.6,11.7,104,103,104,Primary
282,44,56,36997,18,18,3,13.2,21.4,98,97,97,Primary
76,43.4,56.6,38856,8,4,4,6.2,12.3,105,105,105,Primary
110,44.5,55.5,39997,8,12,3,5.6,19.6,106,105,104,Primary
229,52.8,47.2,37260,13,18,5,9.6,23.9,108,107,106,Primary
118,47.5,52.5,36085,10,6,3,5,23.4,102,102,101,Primary
164,48.2,51.8,36975,8,8,3,7,23.5,103,103,105,Primary
77,50.6,49.4,39552,4,3,4,3.2,24.1,105,102,106,Primary
101,63.4,36.6,37578,7,9,6,5.3,19.1,104,105,103,Primary
226,47.3,52.7,40746,18,16,4,11.8,19.1,105,102,102,Primary
203,44.8,55.2,40637,12,6,2,8.8,23,108,108,108,Primary
149,48.3,51.7,39258,10,8,3,7.9,18.9,107,106,105,Primary
98,43.9,56.1,41168,7,5,2,5.5,17.8,111,109,110,Primary
196,54.6,45.4,37598,11,10,3,10,19.6,106,105,104,Primary
98,59.2,40.8,36013,8,7,2,6.8,14.4,105,106,105,Primary
81,44.4,55.6,37668,5,5,2,5,16.2,108,105,106,Primary
121,52.1,47.9,37937,9,7,2,6.8,17.8,107,109,110,Primary
229,44.5,55.5,36337,14,11,3,10.5,21.7,106,103,108,Primary
104,46.2,53.8,39157,10,5,2,7.8,13.4,110,106,105,Primary
114,59.6,40.4,39323,8,8,3,6.6,17.3,107,108,106,Primary
98,38.8,61.2,38375,7,17,1,5.7,17.2,108,108,106,Primary
77,50.6,49.4,38782,5,7,3,4.3,17.9,110,107,106,Primary
151,48.3,51.7,39872,8,5,3,7.7,19.6,108,106,106,Primary
92,41.3,58.7,39998,8,6,2,5.5,16.8,111,108,108,Primary
191,51.3,48.7,41387,13,17,2,8.6,22.2,111,108,109,Primary
209,48.8,51.2,38943,10,18,3,8.8,22.3,105,106,104,Primary
200,44.5,55.5,38981,15,11,5,9.2,21.8,104,102,101,Primary
200,54,46,30411,11,14,1,9.5,21,108,106,108,Primary
238,45.4,54.6,42507,8,16,3,8,29.8,106,103,104,Primary
418,46.9,53.1,35862,24,27,5,19.2,21.8,104,105,103,Primary
205,44.4,55.6,38739,16,32,3,9.4,21.8,106,106,106,Primary
179,44.7,55.3,43130,9,7,15,6,29.9,104,103,101,Primary
347,54.8,45.2,40781,21,33,11,16.2,21.4,107,106,105,Primary
90,45.6,54.4,36097,7,13,3,5.4,16.7,109,107,110,Primary
420,52.9,47.1,38705,18,23,6,16.2,25.9,103,103,102,Primary
203,43.3,56.7,39991,11,13,5,8.6,23.6,106,106,104,Primary
201,49.8,50.2,38065,12,9,4,9.7,20.7,102,100,101,Primary
45,48.9,51.1,36987,4,2,5,2.8,16.1,98,98,98,Primary
150,49.3,50.7,39316,8,16,3,6.4,23.4,107,105,105,Primary
92,62,38,41637,8,14,4,5.1,18.1,107,107,106,Primary
310,49.7,50.3,39651,20,14,3,13.9,22.3,108,107,107,Primary
141,54.6,45.4,42640,10,11,3,6.9,20.4,108,105,105,Primary
211,47.9,52.1,40586,9,13,2,7.9,26.6,108,106,106,Primary
225,44.9,55.1,40379,13,14,3,10.4,21.6,109,108,108,Primary
97,57.7,42.3,39323,6,5,1,4.8,20.2,107,104,105,Primary
189,52.4,47.6,36868,11,6,2,9.4,20.1,103,105,103,Primary
44,50,50,36826,7,5,2,4.9,9,108,107,106,Primary
213,49.8,50.2,38657,11,13,4,9.9,21.5,109,108,107,Primary
187,51.9,48.1,41167,15,5,4,6.8,27.6,105,104,104,Primary
198,48,52,37792,11,13,2,8.8,22.5,102,105,104,Primary
97,48.5,51.5,44404,8,6,6,5.1,18.9,106,103,103,Primary
235,43.8,56.2,38324,11,21,4,9.6,24.5,107,105,106,Primary
200,54.5,45.5,35862,11,14,9,6.9,28.9,108,106,107,Primary
196,54.6,45.4,38724,11,16,4,8.5,23.1,110,110,108,Primary
199,48.2,51.8,38519,8,14,8,8,24.9,109,108,109,Primary
191,47.1,52.9,40048,14,20,5,10.4,17.2,108,107,106,Primary
101,48.5,51.5,40940,6,14,2,4.7,21.6,101,100,100,Primary
200,52.5,47.5,34144,10,11,4,9.6,20.8,105,102,102,Primary
436,47.5,52.5,37452,25,36,5,17.3,25.2,106,105,106,Primary
743,52.2,47.8,39685,47,14,24,44.8,16.6,105,105,105,Secondary
1107,49.7,50.3,41937,64,18,36,59.9,18.5,102,99,99,Secondary
440,49.1,50.9,38021,20,33,5,18.2,24.2,105,105,104,Primary
434,46.5,53.5,36608,21,25,4,19.7,22,105,104,104,Primary
345,48.1,51.9,38933,19,36,5,16.3,21.1,110,108,109,Primary
216,49.1,50.9,36974,12,18,6,9.4,23.1,102,103,101,Primary
