Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
679,46.1,53.9,37346,44,29,15,41.4,15.9,102,104,102,Primary
1373,45,55,41437,89,26,31,85.6,16,102,104,101,Secondary
494,50.2,49.8,39565,22,45,10,21,22.8,99,103,101,Primary
429,46.6,53.4,36473,27,39,7,22.6,18.3,111,108,106,Primary
1322,46.3,53.7,39161,85,44,50,77.7,17,100,100,99,Secondary
594,47.1,52.9,38198,30,35,10,27.6,21.5,103,105,103,Primary
350,47.7,52.3,34901,20,25,6,15.2,22.2,0,0,0,Primary
211,54,46,35111,11,12,7,8.6,24.6,103,104,104,Primary
340,48.8,51.2,35903,17,22,6,14.4,23.6,102,103,99,Primary
118,50.8,49.2,33200,8,14,6,7.7,15.4,99,97,99,Primary
169,44.4,55.6,38077,11,12,6,9,18.8,101,100,101,Primary
233,59.7,40.3,37043,12,23,4,10.1,22.4,106,107,107,Primary
105,61.9,38.1,36467,7,8,3,6,17.6,102,103,102,Primary
326,50.6,49.4,35801,16,21,17,14.8,22,106,105,103,Primary
460,53.9,46.1,32851,18,31,4,16.4,28,104,103,103,Primary
686,48,52,37671,35,44,20,29.1,23,104,103,103,Primary
328,50.6,49.4,36169,17,20,4,15.5,21.2,103,101,105,Primary
101,49.5,50.5,38857,7,11,4,5.7,17.7,105,110,107,Primary
214,47.2,52.8,32843,10,14,8,8.5,25.1,102,101,100,Primary
217,56.2,43.8,33118,13,11,6,11.4,19,106,104,108,Primary
221,50.7,49.3,36991,11,15,5,11,18.5,103,101,103,Primary
360,52.5,47.5,39254,14,11,2,13.9,24.8,104,102,104,Primary
579,51.1,48.9,37063,28,11,3,26.2,22.1,103,105,104,Primary
615,48.6,51.4,33690,29,15,5,28.3,21.5,106,102,103,Primary
420,51.2,48.8,45079,24,5,7,24,17.5,105,105,104,Secondary
687,46.3,53.7,43288,48,10,16,46.4,14.8,101,98,102,Secondary
405,49.6,50.4,37627,20,14,4,19.6,20.7,106,106,105,Primary
1218,50.4,49.6,37621,65,17,25,63.9,19.1,104,107,104,Secondary
258,48.8,51.2,36844,14,15,4,10.8,23.9,106,106,106,Primary
359,46.2,53.8,34385,23,12,5,15.7,22.9,99,94,98,Primary
89,46.1,53.9,43634,10,2,3,6.2,13.9,101,101,101,Primary
271,55,45,40926,15,10,3,13,20.9,101,101,103,Primary
465,49.7,50.3,35453,23,31,5,18.7,23.3,105,103,106,Primary
1259,55.1,44.9,42366,109,17,38,99.3,12.7,99,99,100,Secondary
383,46.2,53.8,39586,17,13,1,15.5,23.8,106,106,106,Primary
250,49.2,50.8,49857,12,11,2,10.1,22.9,104,106,103,Primary
815,52.3,47.7,41370,59,11,19,56.8,14.3,107,107,106,Secondary
253,46.6,53.4,42784,9,15,2,9,25.4,97,96,99,Primary
317,49.5,50.5,36329,17,18,3,15.7,19.5,98,100,98,Primary
246,48.8,51.2,35895,13,9,2,11.2,22,102,102,100,Primary
332,49.7,50.3,36673,16,6,3,14.4,23.1,104,101,100,Primary
442,46.8,53.2,33586,22,21,4,21.4,20.2,99,96,99,Primary
220,44.1,55.9,37937,13,8,3,11.9,18.5,103,103,108,Primary
220,46.4,53.6,48353,13,12,3,9.4,22.3,100,100,99,Primary
305,48.9,51.1,36107,10,7,2,10,29.8,100,100,101,Primary
613,47.3,52.7,37276,30,32,16,29.2,20.6,104,103,102,Primary
396,51.8,48.2,38452,21,21,5,19.6,20.1,109,107,108,Primary
207,46.9,53.1,33487,10,7,2,8.7,23.8,101,106,103,Primary
206,46.6,53.4,36269,9,5,4,7.8,26.4,103,105,105,Primary
739,56.6,43.4,,,,,,,109,107,106,All through
378,47.6,52.4,36638,16,18,1,15.2,23.8,104,103,103,Primary
96,49,51,40706,8,6,2,6.1,15.7,97,98,100,Primary
203,52.2,47.8,35747,10,10,3,8.7,23.3,105,104,103,Primary
276,45.7,54.3,42450,14,24,2,12.2,20.4,97,99,99,Primary
287,46,54,32680,19,11,2,17.5,15.5,102,99,102,Primary
535,47.5,52.5,34985,36,13,13,35.6,15,102,102,103,Secondary
904,44.8,55.2,38981,64,10,16,60.9,14.8,101,98,102,Secondary
170,38.2,61.8,37721,12,15,9,9.4,18.1,98,100,97,Primary
502,50,50,39450,28,22,23,22.8,22,100,97,109,Primary
358,50,50,39695,18,23,3,14.4,24.8,103,103,102,Primary
149,47.7,52.3,37123,10,22,6,6.8,20.1,107,107,106,Primary
208,51.4,48.6,40115,15,15,4,10.8,19.3,108,109,108,Primary
366,44.5,55.5,36780,23,21,5,18.5,19.8,104,105,104,Primary
289,51.2,48.8,38024,14,14,4,11.6,23.7,110,112,109,Primary
625,46.7,53.3,40342,36,31,7,29.3,21.3,108,107,107,Primary
338,54.4,45.6,35959,18,10,6,15.4,21.9,114,111,111,Primary
262,54.6,45.4,37034,14,17,3,11.3,23.2,107,105,103,Primary
678,47.3,52.7,35598,36,27,33,30.1,22.1,107,106,105,Primary
212,53.3,46.7,39029,14,20,5,11.6,18.2,108,105,104,Primary
788,48.6,51.4,37771,38,36,21,32.2,24.5,107,106,104,Primary
190,54.2,45.8,37527,14,10,4,10.7,17.8,110,108,108,Primary
381,52,48,38253,25,37,4,18.6,19.9,109,109,107,Primary
712,44.8,55.2,37150,37,39,5,30.1,23.2,110,107,108,Primary
591,52.5,47.5,38106,33,30,20,27.8,21.3,107,106,104,Primary
825,47.2,52.8,37096,49,41,12,35.7,23.1,109,106,106,Primary
205,50.7,49.3,39619,12,17,6,10.8,18.1,103,103,105,Primary
242,49.2,50.8,38100,19,19,12,14.2,17,106,105,102,Primary
179,44.7,55.3,35288,13,11,3,10.4,17.1,112,109,106,Primary
247,47.8,52.2,40303,19,18,12,14.6,16.5,107,103,103,Primary
616,51.3,48.7,37728,30,40,12,27.1,22.7,107,106,106,Primary
529,50.9,49.1,37910,26,25,9,22.4,23.6,109,106,108,Primary
180,50,50,39535,10,11,3,9.2,19.6,110,107,108,Primary
893,49.9,50.1,36388,45,39,11,41.1,21.7,109,108,108,Primary
422,46.7,53.3,39474,21,21,7,17.6,22.9,105,102,104,Primary
390,49,51,37569,24,22,5,20.3,19.2,108,107,106,Primary
576,46.7,53.3,34944,33,31,7,27.5,20.9,106,105,104,Primary
395,50.6,49.4,37543,22,22,5,20.8,19,106,106,106,Primary
348,49.1,50.9,36744,20,22,9,18.3,18.2,112,109,106,Primary
405,47.4,52.6,33978,23,25,8,21.9,17.6,106,106,106,Primary
390,48.2,51.8,39533,27,27,7,23.5,16.3,100,98,100,Primary
183,50.8,49.2,39097,13,11,4,9.4,19.4,104,106,104,Primary
158,50,50,41928,13,14,4,9.3,17,107,104,102,Primary
213,54.5,45.5,38189,16,14,3,9.8,21.1,109,108,107,Primary
200,49.5,50.5,40464,13,11,5,8.7,22.9,107,106,104,Primary
212,49.1,50.9,36597,13,27,6,11.6,17.5,107,105,103,Primary
129,46.5,53.5,36175,10,8,5,8.5,15.2,107,104,104,Primary
199,50.3,49.7,40767,14,18,5,9.9,20.1,103,103,103,Primary
197,46.7,53.3,38980,10,10,5,9,21.9,111,109,108,Primary
160,48.1,51.9,42603,10,13,8,9.6,16.7,106,103,103,Primary
213,54,46,39834,13,14,8,9.8,21.7,108,107,109,Primary
401,47.1,52.9,38747,19,28,8,16.5,24.3,109,105,107,Primary
590,50.2,49.8,36794,30,36,4,25.2,23.4,108,105,107,Primary
395,51.6,48.4,36170,21,16,5,17.3,22.8,106,104,102,Primary
425,51.3,48.7,35763,23,20,6,18.6,22.8,106,105,103,Primary
209,52.6,47.4,36586,14,15,4,11.8,17.8,101,103,101,Primary
1352,50.8,49.2,39820,85,28,29,74.2,18.2,107,106,106,Secondary
1673,47.6,52.4,41509,116,31,41,102.6,16.3,103,106,104,Secondary
888,48.5,51.5,40188,65,27,35,59.8,14.8,109,109,107,Secondary
1521,49.7,50.3,41748,98,43,43,79,19.3,109,109,108,Secondary
1514,48.7,51.3,39047,105,45,40,92.2,16.4,105,103,102,Secondary
1048,46.4,53.6,38976,68,32,27,62.6,16.7,114,113,110,Secondary
2302,48.5,51.5,40596,140,23,43,128.5,17.9,108,106,107,Secondary
360,44.7,55.3,37667,28,23,5,20.8,17.3,104,102,103,Primary
264,46.2,53.8,37555,26,16,6,21,12.1,112,109,108,Primary
937,43.4,56.6,37280,51,16,23,50.1,18.7,110,108,107,Secondary
737,44.6,55.4,35505,36,10,12,33.1,22.3,108,105,106,Secondary
497,49.9,50.1,34914,26,26,8,24.7,20.1,107,106,106,Primary
529,49.1,50.9,40560,35,5,12,33,16,106,106,105,Secondary
370,50,50,35099,23,19,8,19.9,18.5,106,104,104,Primary
100,49,51,39234,7,10,2,5.3,18.9,113,107,107,Primary
128,52.3,47.7,36893,8,8,3,7.6,16.8,108,105,105,Primary
81,44.4,55.6,37378,9,4,4,5.7,14.1,105,102,101,Primary
99,44.4,55.6,37289,9,7,2,5.4,18.2,108,105,106,Primary
444,47.5,52.5,37512,25,24,5,18.8,23.6,108,109,106,Primary
704,51.1,48.9,38364,29,32,10,23,30.6,108,107,105,Primary
94,44.7,55.3,43700,10,4,4,5.5,17.1,105,105,104,Primary
146,52.1,47.9,42708,7,7,3,6.2,23.5,103,102,103,Primary
241,49.8,50.2,34139,16,10,3,13,18.5,108,105,104,Primary
106,42.5,57.5,38318,7,8,2,5.2,20.4,105,105,105,Primary
386,46.1,53.9,36765,24,29,6,18.8,20.5,109,107,108,Primary
206,47.1,52.9,35438,11,9,2,8.6,24,107,106,105,Primary
214,48.6,51.4,39499,11,18,5,8.5,25.2,105,104,103,Primary
115,50.4,49.6,41571,7,5,3,5.6,20.5,103,102,100,Primary
100,49,51,41378,10,3,5,5.5,18.2,106,104,103,Primary
98,48,52,37660,10,13,2,5.8,17,104,104,104,Primary
339,45.4,54.6,39123,16,16,8,13.6,24.9,104,107,104,Primary
208,51.4,48.6,36767,11,13,3,9.7,21.4,107,105,103,Primary
479,49.9,50.1,37191,25,32,5,19.7,24.3,109,108,107,Primary
685,52.7,47.3,36563,34,30,17,29.3,23.4,106,106,104,Primary
210,50,50,39358,11,15,4,9.6,21.8,104,105,104,Primary
457,49,51,36997,22,29,8,19.4,23.6,,,,Primary
82,56.1,43.9,35294,7,7,1,5.6,14.6,106,105,105,Primary
209,47.8,52.2,37666,9,12,7,8,26.1,108,106,104,Primary
425,49.9,50.1,35587,18,26,7,16.4,25.9,106,105,105,Primary
213,49.8,50.2,36976,11,10,3,9.3,22.9,,,,Primary
608,49,51,37033,29,25,6,25.1,24.2,,,,Primary
269,46.5,53.5,38943,11,16,4,10.5,25.6,103,104,103,Primary
535,49,51,34949,29,23,9,25.3,21.1,108,106,105,Primary
584,46.1,53.9,36484,25,27,10,21.7,25.4,107,107,106,Primary
411,46.2,53.8,38059,19,36,7,16.5,24.9,105,103,103,Primary
520,44.6,55.4,37827,22,38,7,20.8,25,107,106,106,Primary
538,50.2,49.8,38175,20,34,12,18.8,28.6,105,108,105,Primary
395,46.3,53.7,39726,20,21,5,17.2,23,105,106,104,Primary
272,51.8,48.2,40323,14,15,4,10.9,25,106,106,105,Primary
364,54.7,45.3,38551,24,21,4,17.9,20.3,108,107,103,Primary
269,46.8,53.2,36547,13,15,5,11.6,23.2,108,107,105,Primary
269,46.5,53.5,35931,17,28,2,14.4,18.7,110,109,109,Primary
360,44.2,55.8,34954,16,27,6,15,24,113,109,108,Primary
384,48.4,51.6,38400,17,12,5,15.6,24.6,102,102,102,Primary
209,49.3,50.7,39636,11,12,4,8.4,24.9,105,105,103,Primary
451,52.5,47.5,38462,27,26,5,22.1,19.9,109,105,107,Primary
475,52.4,47.6,37232,22,9,5,20.4,23.3,109,107,105,Primary
259,49,51,37648,12,11,4,9.7,26.8,109,105,105,Primary
424,48.3,51.7,39020,22,21,4,19.6,21.6,109,107,104,Primary
131,45,55,42819,10,5,2,7,18.6,109,107,107,Primary
418,50,50,39163,20,47,4,17.9,23.4,106,104,104,Primary
104,44.2,55.8,36301,6,6,3,5.1,20.4,106,104,105,Primary
207,56,44,38356,8,12,5,7.1,29.1,110,105,107,Primary
171,52.6,47.4,41849,13,7,2,8.8,19.5,109,106,106,Primary
190,56.3,43.7,36725,12,9,5,9.7,19.6,107,106,104,Primary
110,46.4,53.6,38857,7,8,3,5.4,20.4,108,107,105,Primary
140,47.1,52.9,44324,8,6,2,6.4,21.9,108,108,104,Primary
287,49.5,50.5,36667,15,16,4,13.2,21.7,105,104,103,Primary
107,53.3,46.7,44360,5,6,3,5,21.4,104,103,104,Primary
105,44.8,55.2,41829,7,6,3,5.1,20.5,101,101,102,Primary
93,38.7,61.3,37953,7,7,4,5.3,17.6,105,104,103,Primary
173,44.5,55.5,36399,10,9,6,8.1,20.2,109,108,106,Primary
119,51.3,48.7,40437,9,7,8,5.3,22.4,110,104,106,Primary
108,42.6,57.4,36752,8,6,2,4.9,22,108,106,107,Primary
71,62,38,38532,7,10,3,4.2,16.8,103,101,99,Primary
188,47.3,52.7,40001,10,12,2,9.2,20.4,107,106,105,Primary
105,52.4,47.6,40348,8,7,3,5.9,17.9,104,106,105,Primary
212,46.2,53.8,38791,11,10,4,8.8,24.1,108,104,102,Primary
106,51.9,48.1,38657,9,4,2,6.3,16.9,109,105,109,Primary
138,47.8,52.2,36449,8,8,7,5.9,23.4,105,104,103,Primary
255,46.7,53.3,38158,14,15,8,12,21.2,106,102,104,Primary
376,43.4,56.6,37309,17,13,5,13.3,28.2,104,103,103,Primary
107,43,57,37610,11,7,2,7.8,13.8,114,110,109,Primary
155,51.6,48.4,38857,10,8,2,7.8,19.9,108,107,107,Primary
137,50.4,49.6,39943,7,8,3,6.3,21.7,108,107,106,Primary
153,47.7,52.3,40010,9,10,3,7.2,21.3,0,0,0,Primary
87,58.6,41.4,32872,6,7,3,5.2,16.7,108,107,108,Primary
95,49.5,50.5,41508,7,6,4,5.3,17.9,108,103,105,Primary
86,41.9,58.1,38050,5,7,1,5,17.2,111,109,107,Primary
423,49.4,50.6,36017,26,21,4,21.3,19.9,108,109,110,Primary
90,46.7,53.3,36703,7,8,3,6,15,106,105,106,Primary
200,46.5,53.5,38099,12,14,2,8.3,24.2,0,0,0,Primary
211,49.3,50.7,38329,11,12,3,9.7,21.8,105,103,105,Primary
103,57.3,42.7,37195,8,6,4,5.5,18.7,0,0,0,Primary
98,45.9,54.1,39526,6,5,4,4.7,20.9,105,104,106,Primary
68,51.5,48.5,39581,9,4,2,5.4,12.7,104,102,103,Primary
56,58.9,41.1,40769,7,4,2,4.8,11.7,104,104,104,Primary
128,50.8,49.2,41096,5,5,3,5,25.6,108,109,108,Primary
213,47.9,52.1,39844,16,10,4,11.4,18.7,105,105,103,Primary
99,52.5,47.5,40554,8,5,4,4.9,20.2,111,105,104,Primary
199,48.7,51.3,38202,10,12,2,8.8,22.6,106,104,109,Primary
103,50.5,49.5,37729,11,8,6,6.4,16.1,111,108,110,Primary
315,47.3,52.7,41958,16,15,5,14,22.5,104,104,105,Primary
298,47,53,40819,14,22,7,12.4,24,106,107,107,Primary
122,44.3,55.7,37486,7,7,2,4.5,27.2,107,107,107,Primary
210,50.5,49.5,40226,10,12,2,8.5,24.7,98,95,97,Primary
97,55.7,44.3,36590,8,7,3,5.5,17.7,103,105,106,Primary
218,47.2,52.8,36111,14,12,3,11.1,19.6,109,108,109,Primary
92,46.7,53.3,39876,9,8,6,5.9,15.7,103,99,104,Primary
98,49,51,38555,7,4,4,5.3,18.5,106,106,107,Primary
91,58.2,41.8,39031,7,8,4,5.4,16.9,103,105,104,Primary
130,47.7,52.3,41077,7,11,4,5.4,21.7,108,106,105,Primary
100,55,45,41362,11,9,3,5.9,17.1,108,107,110,Primary
201,47.8,52.2,40903,11,8,4,9,22.3,106,107,109,Primary
105,37.1,62.9,39837,8,7,3,6.4,16.4,111,108,108,Primary
143,55.2,44.8,39320,7,8,2,6.4,22.3,109,109,108,Primary
419,46.8,53.2,37657,21,12,4,19.5,21.5,112,109,108,Primary
247,56.3,43.7,38594,12,11,2,10.5,23.5,110,109,105,Primary
208,45.2,54.8,37480,12,10,3,11.3,18.4,107,108,106,Primary
137,53.3,46.7,36810,9,9,4,7.4,18.6,110,107,107,Primary
197,46.2,53.8,38478,10,11,5,8.4,23.5,110,107,107,Primary
152,50.7,49.3,40610,10,10,2,7.9,19.4,110,108,106,Primary
214,50,50,37830,11,7,7,8.4,25.5,107,104,107,Primary
243,49.8,50.2,37617,12,14,4,11.8,20.6,110,108,107,Primary
215,51.6,48.4,36585,10,11,4,8.8,24.4,106,104,106,Primary
480,52.1,47.9,37521,21,42,4,18.2,26.4,111,109,109,Primary
1142,50.4,49.6,41900,70,11,33,65.3,17.5,107,105,106,Secondary
1439,52,48,41662,96,19,31,88.2,16.3,106,104,103,Secondary
723,42.3,57.7,40703,39,13,20,36.5,19.8,109,106,106,Secondary
1677,47.2,52.8,40380,119,27,37,104.1,16.1,103,100,101,Secondary
840,48.8,51.2,40527,56,8,21,40.9,20.5,107,105,105,Secondary
992,47.5,52.5,39303,59,14,31,56.4,17.6,107,111,108,Secondary
756,47.5,52.5,41435,44,12,15,40.2,18.8,108,104,106,Secondary
1128,47.3,52.7,40130,76,18,35,68.5,16.5,103,104,104,Secondary
1021,51,49,41482,67,11,21,60.4,16.9,106,106,107,Secondary
238,45.8,54.2,37467,19,11,5,12.5,17.4,108,104,105,Primary
439,46.9,53.1,34643,24,28,4,20.3,21.6,107,105,104,Primary
841,47.3,52.7,40615,62,21,26,54,15.6,104,105,105,Secondary
524,54,46,38149,36,13,21,34.8,15.1,108,107,110,Secondary
696,46.6,53.4,36681,49,21,29,45.4,15.3,0,0,0,Secondary
1433,46.1,53.9,37498,87,33,30,85.4,16.8,108,105,107,Secondary
886,43.6,56.4,39979,48,23,20,44.6,19.9,109,109,108,Secondary
1297,48,52,38852,85,17,42,77.2,16.8,105,103,103,Secondary
436,53,47,36980,18,22,6,15.3,28.5,113,110,107,Primary
428,44.6,55.4,37583,18,17,9,17,25.2,107,106,104,Primary
434,50.5,49.5,36517,19,29,12,16.9,24.9,106,106,101,Primary
444,50.9,49.1,34889,22,21,18,19.5,22.8,91,90,97,Primary
444,48,52,38735,25,40,7,19.9,21.4,104,105,102,Primary
1275,50.1,49.9,41061,85,21,42,78.2,16.3,107,106,105,Secondary
1297,49.6,50.4,40278,75,15,31,68.5,18.9,105,103,103,Secondary
1178,51.3,48.7,41536,84,15,29,73.4,16.1,105,102,99,Secondary
1214,48.9,51.1,39004,59,24,29,53.4,22.7,99,98,99,All through
1243,49.7,50.3,43417,70,20,36,64.8,19.2,,,,Secondary
326,49.4,50.6,38104,15,19,7,15,21.7,102,106,103,Primary
1099,49.8,50.2,38512,75,24,21,66.8,16.5,,,,All through
557,0,100,46131,55,10,17,53.4,10.4,,,,Secondary
701,100,0,43598,47,17,27,45.1,15.6,,,,Secondary
419,51.1,48.9,33593,24,28,4,21.3,19.7,107,104,104,Primary
175,57.7,42.3,36296,9,10,3,7.6,23,107,106,107,Primary
132,44.7,55.3,35750,10,4,4,9.2,14.1,106,105,102,Primary
161,44.1,55.9,30248,9,7,2,8.4,19.1,102,102,103,Primary
207,46.4,53.6,35100,11,10,5,10.6,19.5,103,102,99,Primary
436,52.5,47.5,33730,23,25,8,20.1,20.9,104,104,105,Primary
627,45.6,54.4,45038,38,9,21,36,17.4,107,104,106,Secondary
583,51.5,48.5,37308,35,29,7,33,17.7,107,105,108,Primary
424,50.2,49.8,33943,21,27,12,19.4,21.9,108,110,106,Primary
253,46.2,53.8,38809,13,14,9,11.1,22.8,102,104,103,Primary
439,46.5,53.5,36804,26,22,13,21.3,20.1,106,107,105,Primary
495,52.7,47.3,34638,26,25,12,24.2,20.3,104,104,100,Primary
65,12.3,87.7,38218,14,1,6,13.6,4.8,106,106,104,Secondary
236,52.5,47.5,37230,13,13,3,11.6,20.3,106,106,105,Primary
627,51.8,48.2,35647,18,31,5,17.4,36,105,106,104,Primary
405,44.9,55.1,37861,18,17,4,17.2,23.5,103,102,101,Primary
374,50,50,33454,20,25,6,15.6,24,105,103,104,Primary
670,48.2,51.8,35777,28,29,19,24.8,26.5,109,106,106,Primary
1059,47.8,52.2,42317,62,11,27,55.4,19.1,107,105,103,Secondary
416,44.2,55.8,31592,20,15,2,18.8,22.1,103,103,103,Primary
214,44.9,55.1,33070,12,7,3,12,17.8,108,107,108,Primary
393,48.9,51.1,33856,21,23,8,18.8,20.9,104,102,104,Primary
194,49.5,50.5,33602,10,12,2,9,21.6,99,104,101,Primary
417,46.5,53.5,41663,30,6,16,27.1,15.4,104,104,102,Secondary
463,47.7,52.3,37528,22,33,5,20.5,21.3,104,103,103,Primary
178,43.8,56.2,39328,10,10,6,7.8,22.9,104,103,103,Primary
231,41.6,58.4,38324,14,12,9,10.2,22.6,112,107,107,Primary
408,48,52,39246,26,23,5,22.4,17.7,100,101,99,Primary
800,47.9,52.1,39430,35,38,7,28.8,27.8,106,104,103,Primary
171,53.2,46.8,37285,13,3,2,10.5,16.3,103,104,102,Primary
141,51.1,48.9,34156,10,7,2,8.1,17.4,106,105,106,Primary
565,52,48,37682,30,19,3,24.3,22.4,108,107,105,Primary
210,46.7,53.3,40606,11,11,3,8.6,24.5,105,103,102,Primary
211,46,54,36787,15,7,4,8.2,25.9,105,103,104,Primary
350,51.7,48.3,37189,20,17,3,15.5,22.6,109,107,105,Primary
215,52.1,47.9,36791,9,18,6,8.2,26.2,108,105,103,Primary
76,48.7,51.3,38151,5,2,6,3.6,20.9,106,108,108,Primary
133,49.6,50.4,38338,9,7,4,6.8,18.8,110,108,107,Primary
208,52.4,47.6,38762,13,12,4,11.8,17.6,109,108,108,Primary
274,51.8,48.2,36119,13,17,6,11.9,23,109,107,108,Primary
97,40.2,59.8,38250,8,5,3,5.6,17.5,108,108,107,Primary
54,40.7,59.3,42764,7,4,5,2.9,18.8,108,105,104,Primary
101,52.5,47.5,38645,8,7,3,5.3,19.2,102,104,102,Primary
257,44,56,38055,15,16,4,11.9,21.6,106,103,104,Primary
145,37.9,62.1,35772,12,8,4,7.7,18.9,105,104,103,Primary
122,49.2,50.8,38977,9,7,5,6.2,19.7,107,105,103,Primary
124,52.4,47.6,40075,8,7,3,6,20.2,107,106,106,Primary
415,46,54,39414,26,18,13,20,20.8,102,103,101,Primary
178,55.6,44.4,36538,12,2,9,8.8,20.2,105,105,110,Primary
85,48.2,51.8,36637,7,4,11,5.2,16.2,112,108,110,Primary
220,47.7,52.3,40025,12,12,4,9.1,24.2,0,0,0,Primary
192,55.7,44.3,34857,13,9,7,10.1,19.1,106,106,104,Primary
208,46.6,53.4,38112,11,18,6,9.3,22.4,102,101,105,Primary
101,51.5,48.5,39013,7,10,3,6.7,15,106,106,103,Primary
135,50.4,49.6,37377,7,4,2,6.6,20.5,105,104,102,Primary
87,51.7,48.3,36475,6,5,2,5.2,16.7,111,112,112,Primary
102,50,50,36308,9,6,3,5.7,17.8,114,109,112,Primary
349,49.6,50.4,36941,17,24,6,15.8,22.1,107,108,106,Primary
206,46.6,53.4,38224,12,10,6,9.9,20.9,105,108,110,Primary
201,45.8,54.2,39473,9,0,8,8.3,24.2,108,105,105,Primary
201,50.2,49.8,37739,10,7,7,8.2,24.5,100,97,100,Primary
294,51,49,36570,18,16,6,15.5,19,105,104,104,Primary
260,55.8,44.2,39671,18,13,10,13.4,19,107,104,105,Primary
277,50.5,49.5,36572,15,21,4,12.8,21.6,107,104,105,Primary
305,50.5,49.5,38887,17,15,15,15.6,19.5,107,107,105,Primary
648,52.5,47.5,37739,26,28,13,23.6,27.5,100,101,100,Primary
206,48.5,51.5,35979,13,8,3,10.5,19.5,101,98,105,Primary
314,42.7,57.3,34872,18,21,7,14.3,21.9,110,108,107,Primary
413,48.2,51.8,35598,20,19,6,17.1,24.1,105,104,102,Primary
169,50.9,49.1,37798,10,12,5,8.1,20.8,105,104,106,Primary
227,51.1,48.9,36651,14,11,5,10.4,21.8,106,103,106,Primary
214,47.7,52.3,39553,11,8,11,8.4,25.5,108,104,105,Primary
339,45.1,54.9,36709,21,20,4,17.5,19.4,106,105,105,Primary
205,47.3,52.7,40249,11,10,6,9.6,21.4,104,102,104,Primary
409,49.9,50.1,36985,21,5,18,17.6,23.3,103,104,103,Primary
646,46.7,53.3,37479,35,35,9,27.9,22.4,106,104,105,Primary
382,48.4,51.6,39570,19,13,5,17.4,21.9,0,0,0,Primary
503,47.9,52.1,37084,30,22,10,25.1,20.1,105,104,103,Primary
432,46.5,53.5,39080,30,17,10,20.8,20.8,110,109,104,Primary
583,49.9,50.1,37218,35,30,9,27.3,21.3,104,103,103,Primary
414,51.4,48.6,37155,23,17,5,18.8,22.1,109,108,109,Primary
243,41.2,58.8,36167,11,15,3,11,22.1,103,102,103,Primary
437,48.1,51.9,36028,24,28,7,20.9,20.9,103,101,102,Primary
231,51.9,48.1,37319,12,14,5,11.7,19.7,108,107,109,Primary
213,43.2,56.8,37366,14,12,10,10.8,19.7,102,104,105,Primary
264,50,50,38662,14,9,5,10.7,24.7,103,103,104,Primary
131,55,45,37126,10,5,13,7.3,17.9,100,96,98,Primary
490,49.8,50.2,37967,26,28,7,23.6,20.8,107,105,106,Primary
383,46.7,53.3,37819,24,28,7,20.5,18.7,104,105,106,Primary
239,50.2,49.8,34359,10,15,7,9.1,26.1,108,108,109,Primary
278,44.6,55.4,36359,15,19,7,13.6,20.4,110,107,108,Primary
39,51.3,48.7,37989,6,2,4,3.6,10.8,109,107,108,Primary
357,51.3,48.7,36622,21,15,7,18.2,19.6,105,107,106,Primary
264,49.2,50.8,39557,15,11,7,12,22,105,103,103,Primary
353,53,47,38925,18,17,7,16.1,21.9,0,0,0,Primary
158,48.1,51.9,40682,7,11,3,6.1,25.7,111,110,109,Primary
397,49.1,50.9,36431,19,25,4,14.5,27.4,105,106,109,Primary
418,48.1,51.9,38688,21,21,7,18.3,22.9,103,102,106,Primary
394,52,48,39133,25,4,20,19.3,20.5,112,111,108,Primary
189,49.7,50.3,37215,12,9,5,9.2,20.6,109,108,106,Primary
300,48.7,51.3,37057,19,22,8,16.2,18.5,106,103,103,Primary
539,47.1,52.9,36040,27,32,6,23.1,23.3,106,104,106,Primary
703,47.2,52.8,38621,35,3,32,30,23.4,101,101,100,Primary
183,45.4,54.6,36652,12,9,3,9.1,20.1,107,106,106,Primary
404,50.7,49.3,38540,18,25,7,16.1,25.1,102,100,101,Primary
305,45.9,54.1,40239,20,24,6,16.9,18,102,106,103,Primary
642,46.7,53.3,36070,32,24,10,28.7,22.4,104,103,105,Primary
270,41.5,58.5,37971,16,14,15,13.1,20.5,108,107,106,Primary
381,46.7,53.3,36847,23,13,6,17.9,21.3,103,103,102,Primary
293,50.5,49.5,35917,18,16,4,13.4,21.8,107,105,105,Primary
420,50.7,49.3,39691,20,28,3,17.4,24.1,103,101,102,Primary
159,47.2,52.8,37278,13,17,8,9.6,16.6,106,104,104,Primary
265,47.5,52.5,35648,11,12,12,11,24.1,101,103,101,Primary
48,41.7,58.3,38816,6,1,4,3.8,12.8,101,104,105,Primary
205,50.7,49.3,38358,15,13,5,10,20.4,103,101,101,Primary
144,45.1,54.9,39017,10,6,4,6.5,22,106,107,106,Primary
208,49,51,38112,12,9,8,10.3,20.2,103,101,102,Primary
75,52,48,38157,7,4,1,4.4,17,104,102,102,Primary
72,50,50,38925,8,3,7,5.2,13.8,109,105,106,Primary
202,53.5,46.5,37959,12,4,9,6.5,31.1,106,107,105,Primary
62,40.3,59.7,35895,7,10,3,4.4,14,108,104,106,Primary
